r8.2_who5_fct4,r8.2_who5_Iexcel,age_fct6,gender_fct2,eth_fct4,education_qual,r4_previnworkforce_fct3,r4.5_fct3,r7.1_fct3,income_band,r5.2_fct2,r8.17_fct2,r5.10,r9.1_fct2,r3.2_fct4,r3.3_num,r3.3_fct5,r3.7_fct3,r3.8,r4_lesswork_fct2,r5.6_fct3,r3.4,r3.10,r3.12,r8.16_1_fct2,r8.16_2_fct2,r8.16_3_fct2,r8.16_6_fct2,r8.16_4_fct2,r12.1_11_fct2,r12.1_13_fct2,r6.4_fct2,r6.5_fct2,r6_change_fct3,score,probability
1.0,1.0,2.0,2.0,4.0,4.0,1.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.28,0.0002796398217769311
4.0,2.0,6.0,1.0,0.0,2.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.96,0.00022432498572477364
1.0,1.0,4.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.16,0.0002841716396703609
1.0,1.0,4.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,5.0,3.0,3.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.0003480169564630921
1.0,1.0,4.0,2.0,0.0,3.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.36,0.0002841716396703609
1.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.32,0.0001835386246839057
4.0,2.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.88,0.00030656415161436684
2.0,1.0,4.0,2.0,0.0,3.0,2.0,0.0,1.0,6.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.64,0.0002841716396703609
3.0,1.0,5.0,2.0,0.0,3.0,1.0,2.0,2.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.76,0.00023538795293520513
3.0,1.0,5.0,2.0,0.0,3.0,1.0,2.0,3.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.8,0.00023538795293520513
1.0,1.0,4.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,4.0,5.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.48,0.0002841716396703609
3.0,1.0,1.0,2.0,2.0,4.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,2.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.72,0.00022032632287762973
1.0,1.0,4.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,5.0,3.0,2.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.44,0.0002841716396703609
2.0,1.0,3.0,1.0,0.0,3.0,1.0,2.0,3.0,0.0,2.0,1.0,2.0,1.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.64,0.00024231896853692126
3.0,1.0,6.0,1.0,0.0,1.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76,0.00022432498572477364
1.0,1.0,4.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.28,0.00012475828083089016
3.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.8,0.00045344836686611996
1.0,1.0,1.0,2.0,0.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,5.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24,0.0002676438332354994
2.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.52,0.0002129954409911992
3.0,1.0,6.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,5.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.8,0.00022432498572477364
1.0,1.0,4.0,2.0,0.0,3.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,0.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,0.44,0.0002841716396703609
2.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,4.0,6.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.6,0.00023218902265749
3.0,1.0,6.0,2.0,0.0,4.0,3.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.72,0.00030203233372093704
1.0,1.0,5.0,1.0,0.0,2.0,3.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,0.16,0.0002998997135357936
1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.24,0.0002676438332354994
2.0,1.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,5.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.52,0.0002796398217769311
1.0,1.0,2.0,2.0,0.0,4.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.12,0.0002129954409911992
2.0,1.0,6.0,2.0,0.0,2.0,3.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.68,0.00030203233372093704
2.0,1.0,4.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,0.68,0.0002841716396703609
2.0,1.0,4.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.56,0.00028817030251750484
1.0,1.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.0002676438332354994
4.0,2.0,6.0,1.0,0.0,2.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00022432498572477364
3.0,1.0,4.0,2.0,0.0,4.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,5.0,3.0,3.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.76,0.0002841716396703609
2.0,1.0,2.0,2.0,0.0,4.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,3.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.52,0.0002129954409911992
1.0,1.0,5.0,2.0,0.0,2.0,2.0,0.0,2.0,6.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.08,0.00023538795293520513
4.0,2.0,4.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,0.0002841716396703609
1.0,1.0,3.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,5.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.48,0.00024231896853692126
4.0,2.0,6.0,1.0,0.0,2.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.88,0.00022432498572477364
2.0,1.0,4.0,2.0,0.0,3.0,1.0,0.0,2.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.56,0.0002841716396703609
1.0,1.0,2.0,1.0,4.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,12.0,5.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.44,0.0001835386246839057
3.0,1.0,4.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.0002841716396703609
2.0,1.0,5.0,1.0,2.0,4.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.68,0.00015288220952246903
1.0,1.0,1.0,2.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.48,0.0002875038587096475
3.0,1.0,6.0,1.0,0.0,4.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.8,0.00022432498572477364
1.0,1.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,4.0,6.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.24,0.00021646094879205726
4.0,2.0,4.0,2.0,4.0,4.0,1.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.92,0.0003480169564630921
4.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.00040266534870739225
3.0,1.0,6.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.76,0.00022432498572477364
2.0,1.0,5.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.64,0.0002998997135357936
3.0,1.0,5.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.8,0.00023538795293520513
1.0,1.0,4.0,2.0,0.0,4.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.28,0.0002841716396703609
1.0,1.0,6.0,1.0,0.0,2.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.00022432498572477364
1.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,0.24,0.0002129954409911992
2.0,1.0,5.0,2.0,0.0,3.0,1.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.64,0.00023538795293520513
2.0,1.0,3.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,6.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52,0.00030576441904493805
3.0,1.0,3.0,2.0,0.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.76,0.00030576441904493805
3.0,1.0,6.0,1.0,0.0,4.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0.72,0.00022432498572477364
1.0,1.0,4.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.00028817030251750484
2.0,1.0,5.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.68,0.00023538795293520513
2.0,1.0,6.0,1.0,0.0,4.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.6,0.00022432498572477364
2.0,1.0,6.0,1.0,0.0,3.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.68,0.00022432498572477364
2.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6,0.00023218902265749
2.0,1.0,2.0,2.0,4.0,4.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.56,0.0002796398217769311
1.0,1.0,6.0,1.0,0.0,2.0,3.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.48,0.00022432498572477364
2.0,1.0,5.0,2.0,4.0,4.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.68,0.0004573137409516924
3.0,1.0,6.0,1.0,0.0,3.0,3.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.72,0.00022432498572477364
3.0,1.0,6.0,2.0,0.0,4.0,3.0,0.0,1.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.76,0.00030203233372093704
2.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,6.0,2.0,1.0,1.0,1.0,4.0,5.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.52,0.00022032632287762973
2.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6,0.0002676438332354994
2.0,1.0,5.0,2.0,0.0,3.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.68,0.00023538795293520513
3.0,1.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.76,0.00016247900035561442
2.0,1.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.6,0.0002676438332354994
2.0,1.0,6.0,1.0,0.0,2.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0.6,0.00022432498572477364
3.0,1.0,2.0,1.0,0.0,4.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,0.84,0.00023218902265749
3.0,1.0,5.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.8,0.00023538795293520513
1.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,0.4,0.00023218902265749
2.0,1.0,6.0,1.0,0.0,4.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.6,0.00022432498572477364
1.0,1.0,3.0,2.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.00030576441904493805
1.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,0.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.44,0.00019833367721833818
2.0,1.0,4.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.52,0.00028817030251750484
4.0,2.0,6.0,2.0,0.0,3.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.88,0.00030203233372093704
1.0,1.0,2.0,2.0,0.0,4.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,0.4,0.0002129954409911992
2.0,1.0,6.0,2.0,0.0,2.0,3.0,0.0,1.0,6.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.68,0.00030203233372093704
3.0,1.0,6.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.72,0.00022432498572477364
1.0,1.0,5.0,2.0,0.0,4.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.48,0.00023538795293520513
4.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,4.0,5.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0002796398217769311
1.0,1.0,5.0,1.0,0.0,3.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,4.0,7.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.2,0.0002998997135357936
2.0,1.0,5.0,2.0,0.0,3.0,3.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.56,0.00023538795293520513
2.0,1.0,6.0,1.0,0.0,3.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.56,0.00022432498572477364
2.0,1.0,1.0,1.0,4.0,2.0,2.0,0.0,1.0,6.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.68,0.00040266534870739225
2.0,1.0,5.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.56,0.0002998997135357936
